base_page_url,parent_page_url,current_page_url,page_hop,parent_page_index,parent_page_toc_item,abs_page_toc_item,index,toc_item,ancestor_toc_item,page_content
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//사용 장비,3.,사용 장비,,다음 문서로 대체 설명: https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4/%EC%82%AC%EC%9A%A9%20%EC%9E%A5%EB%B9%84
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//데뷔 전,4.,데뷔 전,,    자세한 내용은 퀸(밴드)/라이브 투어/데뷔 전 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//1집 Queen 투어,5.,1집 Queen 투어,,    자세한 내용은 Queen(음반)/라이브 투어 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//2집 Queen II 투어,6.,2집 Queen II 투어,,    자세한 내용은 Queen II/라이브 투어 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//3집 Sheer Heart Attack 투어,7.,3집 Sheer Heart Attack 투어,,    자세한 내용은 Sheer Heart Attack/라이브 투어 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//4집 A Night at the Opera 투어,8.,4집 A Night at the Opera 투어,,    자세한 내용은 A Night at the Opera/라이브 투어 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//1976 Summer Gigs,9.,1976 Summer Gigs,,    자세한 내용은 1976 Summer Gigs 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//5집 A Day at the Races 투어,10.,5집 A Day at the Races 투어,,    자세한 내용은 A Day at the Races/라이브 투어 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//6집 News of the World 투어,11.,6집 News of the World 투어,,    자세한 내용은 News of the World/라이브 투어 문서를의 번 문단을의  부분을 참고하십시오. 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//7집 Jazz 투어,12.,7집 Jazz 투어,,    자세한 내용은 Jazz(음반)/라이브 투어 문서를의 번 문단을의  부분을 참고하십시오.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EB%9D%BC%EC%9D%B4%EB%B8%8C%20%ED%88%AC%EC%96%B4,1,12.,라이브 투어,라이브 투어//Crazy Tour,13.,Crazy Tour,,    자세한 내용은 Crazy Tour 문서를의 번 문단을의  부분을 참고하십시오. 
